dataset,psrType,bmUnit,nationalGridBmUnitId,settlementDate,settlementPeriod,halfHourEndTime,quantity
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,38,2022-09-03T18:00:00,105.767
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,39,2022-09-03T18:30:00,101.247
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,40,2022-09-03T19:00:00,93.377
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,41,2022-09-03T19:30:00,92.717
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,42,2022-09-03T20:00:00,86.407
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,43,2022-09-03T20:30:00,77.227
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,44,2022-09-03T21:00:00,74.267
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,45,2022-09-03T21:30:00,81.077
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,46,2022-09-03T22:00:00,107.277
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,47,2022-09-03T22:30:00,110.077
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-03,48,2022-09-03T23:00:00,114.767
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,1,2022-09-03T23:30:00,117.257
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,2,2022-09-04T00:00:00,104.637
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,3,2022-09-04T00:30:00,81.527
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,4,2022-09-04T01:00:00,72.007
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,5,2022-09-04T01:30:00,48.027
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,6,2022-09-04T02:00:00,30.737
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,7,2022-09-04T02:30:00,23.867
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,8,2022-09-04T03:00:00,20.937
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,9,2022-09-04T03:30:00,22.197
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,10,2022-09-04T04:00:00,22.807
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,11,2022-09-04T04:30:00,18.417
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,12,2022-09-04T05:00:00,17.067
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,13,2022-09-04T05:30:00,28.727
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,14,2022-09-04T06:00:00,22.287
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,15,2022-09-04T06:30:00,22.097
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,16,2022-09-04T07:00:00,18.787
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,17,2022-09-04T07:30:00,18.727
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,18,2022-09-04T08:00:00,11.747
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,19,2022-09-04T08:30:00,6.457
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,20,2022-09-04T09:00:00,7.767
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,21,2022-09-04T09:30:00,15.507
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,22,2022-09-04T10:00:00,15.637
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,23,2022-09-04T10:30:00,15.737
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,24,2022-09-04T11:00:00,14.147
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,25,2022-09-04T11:30:00,15.967
